Column A,Column B,Start Position,End Position
"אברהם פריד, בהופעה לייב חנוכה",אברהם פריד,0,1
שלמה כהן שר אליעזר שוובר ''חמול על מעשך'',שלמה כהן,0,1
"מחרוזת שירי שבת - 'מלכות', לוי פאלקוויטש, מנדי וייס ומוישי ניילנדר",מנדי וייס,11,12
הזמר חיים ישראל בסינגל חדש - שפיות,חיים ישראל,1,2
ילד הפלא ידידיה וקסלר אהבתי,ידידיה וקסלר,2,3
אליקם בוטה - האושר,אליקם בוטה,0,1
מוטי שטיינמץ - קלי אתה,מוטי שטיינמץ,0,1
אריה קונסטלר ו'עקב' בשיר חופות חדש ''בואי כלה'',אריה קונסטלר,0,1
שלמה כהן שר ומרגש ''בקש עבדך'',שלמה כהן,0,1
שלום ברנהולץ מכניס לקצב עם הרמיקס הרשמי לשיר ''הזמן של השמחה'',שלום ברנהולץ,0,1
שלומי גרטנר - ותתן לנו,שלומי גרטנר,0,1
משנכנס אדר יוסי גרין מכניס אל אווירת הפורים,יוסי גרין,2,3
יניב בן משיח בסינגל חדש ''רבי שמעון'',יניב בן משיח,0,2
נפתלי קמפה בביצוע לייב לשירו ''שובי'',נפתלי קמפה,0,1
הזמר והחזן שלום למר בגירסה משובחת ליצירה ירושלים של זהב,שלום למר,2,3
מלאכי עליון אלי מרקוס,אלי מרקוס,2,3
ישי ריבו בביצוע ווקאלי לשירו החדש סיבת הסיבות,ישי ריבו,0,1
מוטי שטיינמץ בביצוע מרטיט ל'ניגון רוסטוב',מוטי שטיינמץ,0,1
יוסף זאב בראווער ויענקי כהן עם גרסה מקפיצה לעל הניסים,יוסף זאב בראווער,0,2
07 בערי וועבר בסינגל חדש ומקפיץ – 'הדרן',בערי וועבר,1,2
המלחין הרב פנחס וולף מוציא את ״שירי פנחס 4״,פנחס וולף,2,3
11 שלום למר מקהלת ''נרננה'' עם תזמורתו של יהושע פריד ''הללו'',שלום למר,1,2
דוד חפצדי במחרוזת כורדית מקפיצה,דוד חפצדי,0,1
הרב רונן חזיזה - שפכו לפניו לבבכם,רונן חזיזה,1,2
05 אשירה לד  - עם דוד פרלמן,דוד פרלמן,6,7
גיל ישראלוב בסינגל חדש – מזמן לזמן,גיל ישראלוב,0,1
מיילך קאהן  נכנס יין,מיילך קאהן,0,1
"שמילי אונגר, בערי וועבער, מענדי ווייס, בנצי שטיין ומשה דוד וייסמנדל בסינגל חתן משה מרדכי'לע",שמילי אונגר,0,1
"שמילי אונגר, בערי וועבער, מענדי ווייס, בנצי שטיין ומשה דוד וייסמנדל בסינגל חתן משה מרדכי'לע",בנצי שטיין,9,10
"יידל קאהן ותזמורתו מגישים מחרוזת נוספת בהשתתפות שמילי אונגר, לוי פלקוביץ ושלומי דסקל",שמילי אונגר,7,8
"יידל קאהן ותזמורתו מגישים מחרוזת נוספת בהשתתפות שמילי אונגר, לוי פלקוביץ ושלומי דסקל",לוי פלקוביץ,10,11
"בנצי קלצקין, מקהלת מלכות",בנצי קלצקין,0,1
"בנצי קלצקין, מקהלת מלכות",מקהלת מלכות,3,4
"אודי דמארי, בביצוע מחודש לשיר 'בלבבי משכן אבנה',",אודי דמארי,0,1
אהרון קופמן ברמיקס לשיר 'אבא' של אברהם פריד & ארי היל,אברהם פריד,8,9
אהרון קופמן ברמיקס לשיר 'אבא' של אברהם פריד & ארי היל,ארי היל,11,12
מוישי שוורץ ויוסי לקס בקאבר ללהיט של שמילי אונגר ירא שמים,מוישי שוורץ,0,1
מוישי שוורץ ויוסי לקס בקאבר ללהיט של שמילי אונגר ירא שמים,שמילי אונגר,7,8
אברהם פריד סחף עם להיט הקומזיצים ''נשמת'',אברהם פריד,0,1
אביעד גיל מקפיץ בסינגל חדש ''הרבי אומר'',אביעד גיל,0,1
מסע חיי אליה והב,אליה והב,2,3
שי גז & אייל עובד - תן לאמונה יד - ווקאלי,אייל עובד,3,4
אברהם פריד ואחייניו במחרוזת משיריהם,אברהם פריד,0,1
"ישי ריבו, מנפק להיט חדש, סיבת הסיבות",ישי ריבו,0,1
מוטי ויזל ומשה דוד וייסמנדל בביצוע לייב ליצירה _חשוף_,מוטי ויזל,0,1
"שלום למר, אלי שוובל  זה אנחנו",שלום למר,0,1
"שלום למר, אלי שוובל  זה אנחנו",אלי שוובל,3,4
נחמן כהן מקדיש לאחיו חתן בר המצווה ''תפילין'',נחמן כהן,0,1
יואלי דיקמן בסינגל החדש 'הלב שואל',יואלי דיקמן,0,1
יונתן רזאל בסינגל שלישי לקראת אלבום חדש הללויה,יונתן רזאל,0,1
שמואל הררי & משה שמחה בדואט 'אם על המלך',שמואל הררי,0,1
שמואלי הורביץ - מי אדיר,שמואלי הורביץ,0,1
יוסף קוגלר ושעיה חיטמן בסינגל חדש ''כי יעמוד'',יוסף קוגלר,0,1
ניגון גור משה דוד וייסמנדל,משה דוד וייסמנדל,2,4
מענדל ראטה בשיר שכתב והלחין לחג הפסח,מענדל ראטה,0,1
אפרים מנדלסון בשיר רוק מקפיץ ''בית יבנה'',אפרים מנדלסון,0,1
נתן גושן - 26,נתן גושן,0,1
"שמואל הוניג בשיר אקטואלי, מקפיץ ובעיקר מעודד מגן ומושיע",שמואל הוניג,0,1
בנצי שטיין בניגון ''אשריך'' לקראת הכנסייה הגדולה,בנצי שטיין,0,1
"מנדי וייס, שלומי מאיר  כבוד לתורה",מנדי וייס,0,1
בנצי קלצקין בביצוע לייב ליצירה של פינקי ''שערי דמעות'',בנצי קלצקין,0,1
10 נחפשה-יוסי ברגר,יוסי ברגר,3,4
אודי דמארי - תבוא,אודי דמארי,0,1
אהרל'ה סמט ומוטי ברייער במחרוזת ריקודים,אהרל'ה סמט,0,1
מיילך קאהן בסינגל מקפיץ חדש וזאת התורה,מיילך קאהן,0,1
ראובן גרבר משיק שיר 'אודך' מאלבומו הבכורה 'איה',ראובן גרבר,0,1
המתנה הפילהרמונית של רובי בנט לישיבת מיר,רובי בנט,3,4
שלומי גרטנר מתפלל בשיר חדש ''ותתן לנו חיים'',שלומי גרטנר,0,1
אבי אילסון - אשריך,אבי אילסון,0,1
יצחק מאיר אלהא די ליה קליפ מילים מתוך פרויקט אמנים מחדש,יצחק מאיר,0,1
ר' חיים בנט בסינגל חדש ''מי שברך'' לקראת הילולת בעל התוספות יו''ט זי''ע,חיים בנט,2,3
07 מוטי שטיינמץ בלחן המפורסם של החזן שמואל מלבסקי הַבֵּן יַקִּיר לִי,מוטי שטיינמץ,1,2
ליהודים - מיילך קאהן,מיילך קאהן,2,3
מחרוזת חופה בביצוע מרדכי שפירא ומקהלת ידידים,מרדכי שפירא,3,4
צבי זילברשטיין ודדי גראוכר - על התורה,צבי זילברשטיין,0,1
אלי לוין מרגש בסינגל חדש לחנוכה _בימים ההם_,אלי לוין,0,1
אבי אילסון - שיבוא - רמיקס (די ג'יי חיים פלמן),אבי אילסון,0,1
ליפא שמעלצר בשיר חדש לזכרו של אביו ז''ל,ליפא שמעלצר,0,1
07 אידיש נחת,אידיש נחת,1,2
אלי מרקוס בביצוע ניגון א מאשינקע,אלי מרקוס,0,1
"מוטי ויזל, עוזיאל דייטש - והאר עינינו (פיטסבורג)",מוטי ויזל,0,1
אברימי רוט - מעל פסגת הר הצופים,אברימי רוט,0,1
הרב בן ציון שנקר זל שר הניגון הטוב הטוב הטוב,בן ציון שנקר,1,3
עקיבא מרגליות ודוד ד'אור בדואט לזכרו של הרב מרדכי אליהו זצוקל,עקיבא מרגליות,0,1
נמואל הרוש בסינגל חדש - חלום,נמואל הרוש,0,1
משה קליין מארח ילד הפלא פנחס רעטעק לאהבה,משה קליין,0,1
ישי ריבו גילה את כשרונו של דניאל בן ה-9 והזמין אותו לדואט,ישי ריבו,0,1
יונתן שטרן מגיש גירסה וואקלית לוהיא שעמדה,יונתן שטרן,0,1
נפתלי קמפה בסינגל חדש ''חושב על ירושלים'' (Thinking of Yerushalayim) מתוך האלבום ה3 החדש 'כמלאך',נפתלי קמפה,0,1
יואלי דיקמן ר' חיים מאיר פליגמן מקהלת שיר ושבח ''קדש ורחץ'',יואלי דיקמן,0,1
יהודה גרין סחף עם 'ברכי נפשי',יהודה גרין,0,1
איציק אשל & ישי לפידות ושימי עזר - סוכה ולולב,איציק אשל,0,1
איציק אשל & ישי לפידות ושימי עזר - סוכה ולולב,ישי לפידות,3,4
אופיר סלומון & יוסף חיים בוסקילה - שומר עלי,אופיר סלומון,0,1
כסא רחמים מנחם מושקוביץ,מנחם מושקוביץ,2,3
יונתן שווארץ באלבום חדש באידיש א גוטע ברכה • האזינו לטעימות,יונתן שווארץ,0,1
אלי כהן בשיר לזכרו לרב אורי זוהר ז''ל ''הלך איתי'',אלי כהן,0,1
אברהם פריד ביחד עם מוטי שטיינמץ,אברהם פריד,0,1
אברהם פריד ביחד עם מוטי שטיינמץ,מוטי שטיינמץ,4,5
אלי הרצליך - ובכל מדינה,אלי הרצליך,0,1
'קפיצת הדרך' מחדשים את דף גמרא של הרב יהודה דים,יהודה דים,10,11
ישראל סוסנה וילדי ת''ת חזון אברהם שובו ב''שירושיר'' מחזק ומעצים,ישראל סוסנה,0,1
איציק אורלב לא נשבר Itzik Orlev Lo Nishbar,איציק אורלב,0,1
יענקי דסקל הפך את מילות הרבי לשיר מרגש - בנפשי וברוחי ונשמתי,יענקי דסקל,0,1
שימי לוי - שמחת בס מיקס -רמיקס לכבוד שמחת בית השואבה,שימי לוי,0,1
בנצי שטיין חבק בן בכור ומקדיש סינגל חדש ''מאמע'',בנצי שטיין,0,1
יעקב שוואקי בסינגל חדש לקראת חתונת בתו מסיני בא,יעקב שוואקי,0,1
אברהם פריד  בוקר טוב רבונו של עולם,אברהם פריד,0,1
אלי ביגון – שבת היום,אלי ביגון,0,1
"ישי ריבו הלחין, גד אלבז שר – מאיפה להתחיל",ישי ריבו,0,1
"ישי ריבו הלחין, גד אלבז שר – מאיפה להתחיל",גד אלבז,4,5
איתן כץ ולהקת זושא - קרבה אל נפשי גאלה,איתן כץ,0,1
תחזיק חזק  ווקאלי בני פרידמן וברוך לוין,בני פרידמן,4,5
מוטי גולדמן וילד הפלא דודי הרשקופ בסינגל חדש - טוב להודות,מוטי גולדמן,0,1
מוטי גולדמן וילד הפלא דודי הרשקופ בסינגל חדש - טוב להודות,דודי הרשקופ,4,5
דודי קנופלר פותח את עונת החתונות עם מחרוזת עדכנית ומקפיצה,דודי קנופלר,0,1
סיבת הסיבות  קאבר  אינסטרומנטלי דוידי נחשון,דוידי נחשון,7,8
אברהם מרדכי שווארץ בסינגל חדש – מעזי'בוז,אברהם מרדכי שווארץ,0,2
Once In A Lifetime ניסים בלאק _ OWN3R,ניסים בלאק,5,6
שלהבת אש,שלהבת,0,0
אלנתן אברג'ל – תשוב אלינו-לזכרו של מרן,אלנתן אברג'ל,0,1
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,אבישי אשל,9,10
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,משה דוויק,12,13
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,ארז יחיאל,15,16
בר יוחאי שמעון וקנין _ מנדי ג_רופי _ אבישי אשל _ משה דוויק _ ארז יחיאל _ שמעון סיבוני _ דוד שירו _ אלירן אלבז,דוד שירו,21,22
שלומי ברנשטיין בניגון חי השם,שלומי ברנשטיין,0,1
05.שמע בני - מנדי גרופי,מנדי גרופי,3,4
- מאיר אדלר ושמעון יואל זינגר - חסל סידור פסח - חסידי,מאיר אדלר,1,2
- מאיר אדלר ושמעון יואל זינגר - חסל סידור פסח - חסידי,יואל,4,4
שטר התנאים אברהם פריד  live,אברהם פריד,2,3
נהוראי אריאלי משחרר סינגל שלישי ''הגבול זה השמים'',נהוראי אריאלי,0,1
אל תשליכני לעת זיקנה - אביהו מדינה ושימי תבורי,אביהו מדינה,5,6
שוכי גולדשטיין שר על הבחור שנפטר חבל על דאבדין,שוכי גולדשטיין,0,1
אברהם דוד חושף מלך חי,אברהם דוד,0,1
"עקיבא געלב, אברומי בערקו, שירי יהודה גרין",עקיבא געלב,0,1
"עקיבא געלב, אברומי בערקו, שירי יהודה גרין",יהודה גרין,7,8
קובי גרינבוים בשיר הנושא 'זכות' מתוך אלבום בכורה ''זכות'',קובי גרינבוים,0,1
02 מוטי ויזל בסינגל חדש ומרגש רחם בחסדך,מוטי ויזל,1,2
ומשתוקק – פיני איינהורן מבצע טקסט שכתב השפת אמת,פיני איינהורן,2,3
שלשלת ג'וניור מגישה לכבוד ימי החנוכה ''זה היום'',שלשלת,0,0
דוד בן ארזה מגיש סינגל שלישי וייחודי - 'להיות',דוד בן ארזה,0,2
שלמה כץ מגיש סינגל חדש בביצוע לייב ''לולא'',שלמה כץ,0,1
יצחק מאיר בקאבר חסידי ניגון ''התבוננות'' - ויז'ניץ,יצחק מאיר,0,1
מקהלת מלכות וגדולי הזמר ''החתונה'',מקהלת מלכות,0,1
'דוד שפירא (דובי) משחרר שיר חדש 'עידן חדש,דוד שפירא,1,2
אהרן רזאל משחרר ממתק נוסף & יוסף נטיב ''הלב והמעיין'',אהרן רזאל,0,1
אהרן רזאל משחרר ממתק נוסף & יוסף נטיב ''הלב והמעיין'',יוסף נטיב,6,7
אודי דמארי מגיש שיר נוסף של הינוקא ''תאמין ותנצח'',אודי דמארי,0,1
זה האמונה נפתלי בלומנטל,נפתלי בלומנטל,3,4
"אייזיק האניג, נרננה וטובי בעלי מנגנים שרים פיטסבורג",אייזיק האניג,0,1
דוד חפצדי בסינגל חדש לרגל הילולת הרב עובדיה זצוקל ''רבנו עובדיה'',דוד חפצדי,0,1
ברק גרוסברג מודה לאבא - ''הכל אתה'',ברק גרוסברג,0,1
אהרן רזאל - ימי קורונה,אהרן רזאל,0,1
איתן כהן מגיש סינגל חדש ומיוחד ''ניפול נקום'',איתן כהן,0,1
יוני שלמה - הרנינו,יוני שלמה,0,1
נתן גושן - אין הרבה מה לעשות (Prod by,נתן גושן,0,1
לקראת פורים משחרר צבי זילברברג מחרוזת שירים חסידית קצבית,צבי זילברברג,3,4
ניצחת איתי הכל  רמיקס יניב בן משיח ודי גי_ רוני מלר,יניב בן משיח,5,7
כמה טוב השם  רמיקס יניב בן משיח ודי ג_י ניסו סלוב,יניב בן משיח,5,7
מרדכי בן דוד ריגש את הילדים החולים 'רפאינו',מרדכי בן דוד,0,2
אברהם פריד & צבי זילבערשטיין - עננו (ווקאלי),אברהם פריד,0,1
יענקי דסקל - רחמנא,יענקי דסקל,0,1
נהוראי אריאלי וקובי ברי בדואט חדש ''יגעתי ולא מצאתי'',נהוראי אריאלי,0,1
מקהלת מלכות עם ישראל אדלר בפורים שפיל בציריך,מקהלת מלכות,0,1
מקהלת מלכות עם ישראל אדלר בפורים שפיל בציריך,ישראל אדלר,3,4
נתי עקשטיין & אברהם משה ברדוגו ''לקראת שבת'',אברהם משה ברדוגו,3,5
שלומי ברנשטיין בסינגל חדש ''ברוך שאמר'',שלומי ברנשטיין,0,1
עוזיאל דייטש & יענקי דסקל בסינגל בכורה ''האמנתי'',יענקי דסקל,3,4
ניסים ברוך בשיר תפילה ''אנא בכוח'' בעקבות המצב,ניסים ברוך,0,1
עכשיו שמח יוסף חיים ביטון,יוסף חיים ביטון,2,4
03 משפחת 'מלכות' & זאנוויל ויינברגר - 'עוד ישבו',זאנוויל ויינברגר,7,8
ונהפוך-מנדי ורדיגר,מנדי ורדיגר,2,3
שמילי אונגר ''מאך א ברכה'' מאלבומו החדש!,שמילי אונגר,0,1
נתן גושן - אשרי יושבי ביתך,נתן גושן,0,1
"שמחת בית השואבה סמוך לקבר דוד בירושלים עם ליפא שמלצר, ומוטי שטיינמץ, ועוד",ליפא שמלצר,8,9
"בנצי שטיין, ישיבת ברקאי - אל תיפול",בנצי שטיין,0,1
נתן גושן - אני חיכיתי,נתן גושן,0,1
אברהם פריד ושולי רנד בדואט מרגש – אנעים זמירות,אברהם פריד,0,1
ראובן בקר בסינגל חדש - והיה זרעך,ראובן בקר,0,1
ליפא שמעלצר וילדי מחנה חיים ושלום - מונקאטש בשיר 'די א' ב' פון מונקאטש',ליפא שמעלצר,0,1
אלי מרכוס מגיש מחרוזת שירי ליל הסדר,אלי מרכוס,0,1
יצחק פוקס ומקהלת 'מלכות' בשילוב של קומזיץ,יצחק פוקס,0,1
ריקוד בן 150 שנה בביצוע מחודש ע''י מקהלת נרננה,מקהלת נרננה,7,8
אורי דוידי - בליבי,אורי דוידי,0,1
עמית ברנר   שווים בית ספר למוסיקה עונה 3,בית ספר למוסיקה,4,6
יובל טייב - אלוקים,יובל טייב,0,1
הבדחן ישראל שפירא ומקהלת המזמרים ריגשו במצווה טאנץ,המזמרים,4,4
מקהלת ברודערס בביצוע ווקאלי 'התנערי' של ברוך של,מקהלת ברודערס,0,1
משה פלד ובני לאופר בביצוע לייב ידיד נפש,משה פלד,0,1
"זאנוויל ויינברגר, מקהלת שירה - בקולות וברקים",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה - בקולות וברקים",מקהלת שירה,3,4
אברימי לונגר שר שוובר - מנורת זהב,אברימי לונגר,0,1
ברוך ויזל והרשי סגל בחתונה,ברוך ויזל,0,1
עמרם גרין מגיש מושי מזל טוב,עמרם גרין,0,1
יצחק רייס בסינגל חדש מודים אנחנו לך,יצחק רייס,0,1
ר' יואל ראטה - שיר הקורונה #5,יואל ראטה,2,3
10 מקהלת שירה בביצוע ווקאלי מרהיב ליצירה הקלאסית המוכרת ''צ'רדש'',מקהלת שירה,1,2
"מנדי ג'רופי מארח את הזמרים החבדיים שמחה פרידמן, נמואל הרוש, יוני שלמה וישראל ג'רופי ''כִּי רֶגַע בְּאַפּוֹ''",מנדי ג'רופי,0,1
"מנדי ג'רופי מארח את הזמרים החבדיים שמחה פרידמן, נמואל הרוש, יוני שלמה וישראל ג'רופי ''כִּי רֶגַע בְּאַפּוֹ''",שמחה פרידמן,6,7
"מנדי ג'רופי מארח את הזמרים החבדיים שמחה פרידמן, נמואל הרוש, יוני שלמה וישראל ג'רופי ''כִּי רֶגַע בְּאַפּוֹ''",נמואל הרוש,9,10
"מנדי ג'רופי מארח את הזמרים החבדיים שמחה פרידמן, נמואל הרוש, יוני שלמה וישראל ג'רופי ''כִּי רֶגַע בְּאַפּוֹ''",יוני שלמה,12,13
ריש לקיש הלחין ושר את הפיוט של רבי ישראל נגארה זצוקל,ריש לקיש,0,1
ישראל ג'רופי בסינגל שלישי חדש וקצבי - ישראל שלנו,ישראל ג'רופי,0,1
אבירם שוקרון מתפלל - תפילת אבינו מלכנו (קורונה),אבירם שוקרון,0,1
יונתן שטרן ולייזר ברוק – אם אשכחך,יונתן שטרן,0,1
12.אך לאלוקים-חבד-עם מנדי גרופי,מנדי גרופי,6,7
גד אלבז & דודו פישר - שנו את העולם,גד אלבז,0,1
גד אלבז & דודו פישר - שנו את העולם,דודו פישר,3,4
מנדי ג'רופי לכבוד יט כסלו - חג הגאולה,מנדי ג'רופי,0,1
קומזיץ חנוכה עם ישיבת מערבא איתן כץ ואליהו חייט,איתן כץ,5,6
עקיבא געלב בסינגל חדש א אידעלע,עקיבא געלב,0,1
שמואל ברונר - שבת קודש,שמואל ברונר,0,1
13 הראנו השם חסדך-מיילך קאהן,מיילך קאהן,5,6
שמחה ליינר מנגן ושר שירי חופה,שמחה ליינר,0,1
מוטי ויזל ושמוליק לוטרמן - הבן יקיר לי של מנדי וייס,מוטי ויזל,0,1
מוטי ויזל ושמוליק לוטרמן - הבן יקיר לי של מנדי וייס,מנדי וייס,9,10
ברוך שלום בלסופסקי מגיש סינגל ''אתהלך'',ברוך שלום,0,1
תזכור יוסף נטיב ומקהלת משאלות,יוסף נטיב,1,2
יעקב ויוסף בן שבת - עוף גוזל - בית ספר למוסיקה 2 ♫,בית ספר למוסיקה,8,10
ישראל מאיר פרידברג - והאר עיננו (ווקאלי),ישראל מאיר פרידברג,0,2
מרדכי בן דוד - ברוגז רחם תזכור,מרדכי בן דוד,0,2
גלעד פוטולסקי - מה אשיב לה',גלעד פוטולסקי,0,1
יואלי דיקמן בסינגל חדש נושם שלמות,יואלי דיקמן,0,1
פיני איינהורן עם הגרסה האלקטרונית לשומר עלינו,פיני איינהורן,0,1
נמואל הרוש ואתה אמרת,נמואל הרוש,0,1
כל מה שעושה ה' I ראובן בקר Kol Ma Sheose Hashem I Reuven Bekcer,ראובן בקר,6,7
אלי מרקוס ולוי לסין במחרוזת מקפיצה,אלי מרקוס,0,1
אוהד מושקוביץ בסינגל חדש – נשמח עם החתן,אוהד מושקוביץ,0,1
הכל כאן מוטי וייס,מוטי וייס,2,3
תשירי יונתן רזאל,יונתן רזאל,1,2
איציק אורלב - ברכת המלאכים,איציק אורלב,0,1
לא לבד אייל טוויטו,אייל טוויטו,2,3
אבישי אשל משיק סינגל חדש ואנרגטי ''אחינו מתחתן'',אבישי אשל,0,1
אמן הרגש מוטי ויזל מרטיט עם היצירה כל נדרי,מוטי ויזל,2,3
רפאל מלול בסינגל חדש מה הסיפור,רפאל מלול,0,1
"שירת הצבי הרב יצחק גינזבורג הלחין, אחיה אשר כהן אלורו מבצע",אחיה אשר כהן,7,9
האחים ברקו וילד הפלא שלום בראדט מגישים לחן חדש 'אשר ברא',האחים ברקו,0,1
האחים ברקו וילד הפלא שלום בראדט מגישים לחן חדש 'אשר ברא',שלום בראדט,5,6
- אורי דוידי - Jump - אנגלית,אורי דוידי,1,2
חיים דבש בשיר לרגל יום נישואיו – רגע החופה הגיע,חיים דבש,0,1
10 אליהו הנביא - שרולי ליפשיץ ודודי פלדמן,שרולי ליפשיץ,4,5
שמילי אונגר וילדי 'אידיש נחת' בביצוע מרגש לביצוע 'טאטי',שמילי אונגר,0,1
שמילי אונגר וילדי 'אידיש נחת' בביצוע מרגש לביצוע 'טאטי',אידיש נחת,4,5
אריה ברונר מגיש לכבוד חנוכה מחרוזת שירי הודיה,אריה ברונר,0,1
יוסף נטיב בסינגל השני של פרויקט 'מעומקא דליבא' ''רבות מחשבות'',יוסף נטיב,0,1
ליפא שמלצר מפתיע בנעימה ערבית ''גמרא במנגינה'',ליפא שמלצר,0,1
רולי דיקמן וילד הפלא נתנאל מנת במקום זה,רולי דיקמן,0,1
רולי דיקמן וילד הפלא נתנאל מנת במקום זה,נתנאל מנת,4,5
אבי לרנר בסינגל חדש – ''רוצה השם'',אבי לרנר,0,1
משולם גרינברגר ו'ידידים' מבקשים מחילה,משולם גרינברגר,0,1
שמילי אונגר והרשי ויינברגר שואלים ''הלילה הזה'',שמילי אונגר,0,1
בני פרידמן בביצוע לייב ''ימה'',בני פרידמן,0,1
ארי היל בקומזיץ עם בחורי הישיבות ותזמורת פייער,ארי היל,0,1
משה בן גוזי בקאבר ווקאלי לשיר ''אותו היום'' של משה פלד,משה פלד,11,12
"אהרלה סמט, שלוימי גרטנר - מודה אני",אהרלה סמט,0,1
"אהרלה סמט, שלוימי גרטנר - מודה אני",שלוימי גרטנר,3,4
בני פרידמן בביצוע לבידוד 'חארשו',בני פרידמן,0,1
בנצי שטיין שר שירו למלך לכב' עשור לקהילת ויזניץ בעפולה,בנצי שטיין,0,1
אריה קרלינסקי שר ברוך ה אני נושם,אריה קרלינסקי,0,1
סנדר געלב - אהבת ישראל - ווקאלי,אהבת ישראל,3,4
רפי ביטון מארח את יצחק מאיר הלפגוט,רפי ביטון,0,1
רפי ביטון מארח את יצחק מאיר הלפגוט,יצחק מאיר,4,5
ארי רייך -נכספה,ארי רייך,0,1
פיני שכטר ולוזי קלצקו בביצוע ווקאלי 'על אלה',פיני שכטר,0,1
"יעקב יוסף שטארק, מקהלת לב - והאר עינינו",מקהלת לב,4,5
VICTORY ניסים בלאק,ניסים בלאק,1,2
מאיר גפני בשיר געגועים מרטיט ''יש בידינו'',מאיר גפני,0,1
א-ל בקצפך יוסף נטיב,יוסף נטיב,4,5
קער מיך צוריק מוטי אטיאס,מוטי אטיאס,3,4
יצחק מאיר קונופניצקי בסינגל חדש 'לך ידיד נפשינו,יצחק מאיר,0,1
שרולי ברונכר ונתנאל ישראל במחרוזת חנוכה,שרולי ברונכר,0,1
מנדי ווארש בסינגל חדש ''שמע בני'',מנדי ווארש,0,1
אסף הרוש בסינגל בכורה עם מילים מקוריות מקום,אסף הרוש,0,1
אביתר בנאי - אבא (סולו במגדל דוד),אביתר בנאי,0,1
סינגל ארגון אחים לנצח-אלי קליין,אלי קליין,5,6
מיכאל פרוזנסקי בחידוש ווקאלי מרהיב ''להתפלל'',מיכאל פרוזנסקי,0,1
מוטי ויזל בסינגל חדש ומרגש רחם בחסדך,מוטי ויזל,0,1
בעל המנגן נפתלי קמפה בשירה עוצמתית ומרגשת,נפתלי קמפה,2,3
אחיה אשר כהן אלורו & דור אסרף - יוסף ניגון,אחיה אשר כהן,0,2
"מקהלת מלכות, זאנוויל ויינברגר וליפא שמעלצר באירוע בטבריה",מקהלת מלכות,0,1
"מקהלת מלכות, זאנוויל ויינברגר וליפא שמעלצר באירוע בטבריה",זאנוויל ויינברגר,3,4
איציק וינגרטן תרקדו,איציק וינגרטן,0,1
הערשי רוטנברג בשיר השני בסדרה ‘מיינלידל’ ''ווארעמקייט'',הערשי רוטנברג,0,1
משה יואל קרמר מבצע את היצירה ''דאס אידישע ליד'',יואל,1,1
"זאנוויל ויינברגר, יהודה זילברברג, מקהלת שירה מרגשים ''מאמע רחל''",זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, יהודה זילברברג, מקהלת שירה מרגשים ''מאמע רחל''",מקהלת שירה,6,7
יוחי בריסקמן מציג – והראינו,יוחי בריסקמן,0,1
"שלמה כהן, מקהלת 'נרננה', עם תזמורתו של עמי כהן",שלמה כהן,0,1
ברכת האורח - ילדי הפלא שלום סאל ומוישי גליק ומקהלת לב,שלום סאל,5,6
רועי הרוש מארח אבי פודולינסקי לרגל חתונותו,רועי הרוש,0,1
בני ברק אהרן רזאל הלדפה,אהרן רזאל,2,3
משה דוויק בשיר תפילה לבורא עולם - ''תמיד איתי'',משה דוויק,0,1
מוטי גולדמן מרגש – לקבל שבים,מוטי גולדמן,0,1
ואת עלית על כולנה ברוך לוין,ברוך לוין,4,5
יובל טייב - בן אדם,יובל טייב,0,1
מידד טסה משחרר סינגל נוסף ''רציתי לגדול'',מידד טסה,0,1
גד אלבז & KLMN מארחים את טל ועקנין ואהרון הולדר - קבלה,גד אלבז,0,1
גד אלבז & KLMN מארחים את טל ועקנין ואהרון הולדר - קבלה,טל ועקנין,6,7
עדי גביסון כולם רוצים,עדי גביסון,0,1
דודי קאליש ומקהלת לב באלבום שבתי גוט שבת - דוגמה,דודי קאליש,0,1
16 אברהם פריד מרגש עם היצירה של ר' יו''ט עהרליך 'די הארץ פון א מאמע',אברהם פריד,1,2
ר' יואל ראטה עונה בשיר רוסיה או אוקראינה,יואל ראטה,2,3
"שרולי ליפשיץ הלחין, עיבד ושר  שבח יקר וגדולה",שרולי ליפשיץ,0,1
לקראת פורים עמירן דביר שר המלך,עמירן דביר,2,3
"3,000 בחורי הישיבות ב'קולולם' בניצוחו של ישראל סוסנה ''ולבקר בהיכלו''",ישראל סוסנה,7,8
מוטי גולדמן מגיש 'שאבעס טיש - ווקאלי',מוטי גולדמן,0,1
"15 יוס'ל לייפער, פנחס ביכלר, מקהלת מלכות - מסלסלים",פנחס ביכלר,4,5
"15 יוס'ל לייפער, פנחס ביכלר, מקהלת מלכות - מסלסלים",מקהלת מלכות,7,8
